F59,F61,F64,F109,F111,F114,F115,F116,F117,F120,F121,F122,F123,F126,F157,F158,F159,F160,F161,F162,F223,F224,F225,F228,F229,F230,F231,F234,F265,F266,F267,F268,F269,F270,F321,F527,F531,F670,F778,F844,F850,F886,F994,F996,F1102,F1104,F1212,F1320,F1428,F1492,F1498,F1536,F1692,F1926,F1932,F1966,F1968,F2034,F2040,F2074,F2076,F2082,F2122,F2142,F2148,F2182,F2184,F2285,F2481,F2578,F2582,F2678,F2686,F2737,F2779,F2956,F3043,F3502,F3504,F3532,F3534,F3610,F3612,F3640,F3642,F3748,F3750,F3836,F3887,F3894,F3898,F3908,F3913,F3914,F59_isnan,F60_isnan,F61_isnan,F62_isnan,F63_isnan,F64_isnan,F157_isnan,F159_isnan,F160_isnan,F162_isnan,F265_isnan,F267_isnan,F268_isnan,F270_isnan,F364_isnan,F365_isnan,F366_isnan,F367_isnan,F368_isnan,F369_isnan,F466_isnan,F468_isnan,F471_isnan,F568_isnan,F570_isnan,F571_isnan,F573_isnan,F2288_isnan,F2290_isnan,F2291_isnan,F2293_isnan,F2385_isnan,F2386_isnan,F2387_isnan,F2388_isnan,F2389_isnan,F2390_isnan,F2484_isnan,F2486_isnan,F2487_isnan,F2489_isnan,F2581_isnan,F2583_isnan,F2584_isnan,F2586_isnan,F2681_isnan,F2682_isnan,F2683_isnan,F2684_isnan,F2685_isnan,F2686_isnan,F2782_isnan,F2784_isnan,F2785_isnan,F2787_isnan,F2889_isnan,F2891_isnan,F2892_isnan,F2894_isnan,F2997_isnan,F2998_isnan,F2999_isnan,F3000_isnan,F3001_isnan,F3002_isnan,F3103_isnan,F3105_isnan,F3106_isnan,F3108_isnan,F_account_age_days,F_unsupervised_anomaly_score,F_balance_velocity_per_month,F_balance_velocity_per_day,F3886_Savings,F3924
0.83,0.83,0.9,0.53,0.51,0.4,0.53,1.0,0.51,0.4,0.53,1.0,0.51,0.4,0.53,0.5,0.53,0.4,0.57,0.4,0.44,1.0,0.43,0.36,0.44,1.0,0.43,0.36,0.44,0.27,0.44,0.36,0.3,0.36,1.15,2.25,0.81,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.625,0.625,0.0,0.0,0.571428571,0.571428571,0.0,0.0,0.0,0.0625,0.625,0.625,0.0,0.0,0.38,1.49,-0.1,0.0,-0.06,-0.05,0.77,-0.18,100.0,87.5,-1.0,-1.0,0.33,0.84,13.24,13.24,0.1,0.39,0.11,0.21,2387948.79,4,2.0,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,0.036130874691340686,596987.1975,12568.151526315789,0.0,0
0.41,0.38,0.4,0.44,0.42,0.42,0.44,0.46,0.42,0.42,0.44,0.46,0.42,0.42,0.47,0.46,0.48,0.56,0.58,0.52,0.18,0.21,0.16,0.17,0.18,0.21,0.16,0.17,0.19,0.21,0.18,0.27,0.31,0.21,1.18,1.17,0.94,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.583333333,0.583333333,0.583333333,0.583333333,0.55,0.55,0.55,0.55,0.0,0.0,0.407407407,0.407407407,0.407407407,0.407407407,1.05,2.23,0.46,-0.14,-0.24,-0.12,0.33,0.12,850.0,1754.0,-1.0,-1.0,0.73,0.53,-1.0,-1.0,0.76,1.25,0.79,1.04,-3125767.17,3,2.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,190,0.05434738280431073,-1041922.39,-16451.406157894737,0.0,0
0.52,0.51,0.51,0.63,0.64,0.78,0.63,0.61,0.64,0.78,0.63,0.61,0.64,0.78,0.59,0.45,0.64,0.75,0.11,0.78,0.34,0.36,0.33,0.4,0.34,0.36,0.33,0.4,0.31,0.25,0.33,0.39,0.04,0.4,1.07,1.07,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5,0.0,0.0,0.342857143,0.342857143,0.0,0.0,0.0,0.0,0.428571429,0.428571429,0.0,0.0,0.0,0.0,0.0,0.0,-0.14,-0.12,-0.14,-0.14,5.0,6.0,-1.0,-1.0,0.12,0.65,-1.0,-1.0,0.08,0.59,0.12,0.38,389572.82,184,40.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5647,0.023543712202633515,2117.243586956522,68.98757216221003,1.0,0
0.57,0.69,0.98,0.47,0.39,0.69,0.47,0.63,0.39,0.69,0.47,0.63,0.39,0.69,0.47,0.63,0.39,0.76,0.94,0.69,0.27,0.25,0.27,0.67,0.27,0.25,0.27,0.67,0.27,0.25,0.27,0.68,0.71,0.67,1.5,0.85,2.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.2,0.0,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,0.1,-0.5,0.25,-0.15,-0.16,-0.51,-0.58,67.0,87.5,-1.0,-1.0,-0.79,-1.0,-1.0,-1.0,-0.75,-1.0,-0.74,-1.0,1348792.08,176,33.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5431,0.04236363932181164,7663.591363636364,248.35059473393483,1.0,0
0.83,0.83,0.99,0.74,0.8,0.98,0.74,0.5,0.8,0.98,0.74,0.5,0.8,0.98,0.75,0.0,0.8,0.98,0.0,0.98,0.63,0.5,0.67,0.97,0.63,0.5,0.67,0.97,0.63,0.0,0.67,0.97,0.0,0.97,1.16,0.79,1.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.38,1.49,-0.1,0.08,-0.12,0.3,0.4,-0.18,118.0,87.5,-1.0,-1.0,-0.64,-1.0,-1.0,-1.0,-0.71,-1.0,-0.71,-1.0,3128309.61,164,39.0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4999,0.0881967386868594,19075.058597560976,625.7870794158831,1.0,0
0.56,0.57,0.41,0.52,0.51,0.45,0.53,0.54,0.52,0.45,0.53,0.54,0.52,0.45,0.55,0.62,0.52,0.53,0.67,0.45,0.28,0.26,0.29,0.18,0.28,0.26,0.29,0.18,0.3,0.33,0.3,0.26,0.4,0.18,0.96,0.94,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.307692308,0.307692308,0.0,0.0,0.36,0.36,0.0,0.0,0.08,0.0,0.080952381,0.080952381,0.0,0.0,1.29,3.78,0.28,-0.12,0.02,-0.12,0.26,0.31,234.0,482.0,-1.0,-1.0,-0.62,-1.0,-1.0,-1.0,-0.63,-1.0,-0.69,-1.0,-23514420.12,220,37.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,6735,0.0751783196848943,-106883.72781818183,-3491.3764097995545,1.0,0
0.49,0.52,0.81,0.39,0.39,0.35,0.39,0.39,0.39,0.35,0.39,0.39,0.39,0.35,0.38,0.36,0.38,0.31,0.21,0.35,0.2,0.15,0.21,0.29,0.2,0.15,0.21,0.29,0.19,0.14,0.2,0.23,0.12,0.29,1.67,0.78,1.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.517857143,0.517857143,0.696428571,0.491071429,0.484581498,0.484581498,0.647577093,0.453744493,0.0,0.001845018,0.439114391,0.439114391,0.70295203,0.39298893,0.38,1.49,-0.1,0.0,-0.12,-0.42,-0.3,-0.18,37.0,87.5,-1.0,-1.0,0.93,1.9,-1.0,-1.0,0.95,2.29,0.99,2.3,2932638.35,2,39.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,114,0.0848814631137384,1466319.175,25724.897807017544,1.0,0
0.56,0.5,0.87,0.57,0.57,0.57,0.57,0.56,0.58,0.57,0.57,0.56,0.58,0.57,0.57,0.56,0.58,0.6,0.63,0.57,0.32,0.4,0.29,0.49,0.32,0.4,0.29,0.49,0.32,0.4,0.29,0.53,0.55,0.49,1.56,1.26,1.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.769230769,0.769230769,0.230769231,0.153846154,0.769230769,0.769230769,0.423076923,0.346153846,0.076923077,0.0,0.873239437,0.873239437,0.507042254,0.450704225,0.33,0.34,0.04,-0.22,-0.14,-0.15,-0.25,-0.11,22.0,87.5,-1.0,-1.0,0.55,3.56,-1.0,-1.0,0.09,1.84,0.4,2.75,-28303646.27,247,23.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7536,0.06156410422316494,-114589.66101214575,-3755.791702494692,0.0,0
0.58,0.59,0.7,0.49,0.46,0.48,0.49,0.59,0.45,0.48,0.49,0.59,0.45,0.48,0.51,0.5,0.52,0.61,0.57,0.62,0.47,0.59,0.43,0.47,0.47,0.59,0.43,0.47,0.29,0.27,0.29,0.38,0.3,0.41,1.08,1.29,1.02,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.388297872,0.388297872,0.579787234,0.0,0.372413793,0.372413793,0.6,0.0,0.0,0.0,0.379834254,0.379834254,0.587016575,0.0,0.0,0.86,-0.35,0.51,-0.15,-0.22,-0.41,-0.45,70.0,87.5,-1.0,-1.0,0.57,-0.35,-1.0,-1.0,0.51,-0.4,0.15,-0.41,4372637.92,14,1.0,3,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,0.07083219093861487,312331.27999999997,10075.202580645162,0.0,0
0.38,0.59,0.7,0.33,0.29,0.6,0.33,0.41,0.29,0.62,0.33,0.41,0.29,0.62,0.39,0.39,0.52,0.36,0.36,0.62,0.13,0.2,0.09,0.54,0.13,0.2,0.09,0.54,0.15,0.15,0.29,0.08,0.08,0.41,2.05,1.48,3.95,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.333333333,0.333333333,0.0,0.0,0.333333333,0.333333333,0.0,0.0,0.333333333,0.0,0.25,0.25,0.0,0.0,0.95,4.84,0.14,0.76,0.37,-0.32,-0.42,0.57,86.0,189.0,-1.0,-1.0,-0.86,-0.65,-1.0,-1.0,-0.68,-0.11,-0.71,-0.2,10229976.52,13,1.0,3,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,434,0.04794150571306671,786921.2707692308,23571.37447004608,0.0,0
0.49,0.5,0.71,0.77,0.78,0.92,0.78,0.67,0.79,0.92,0.78,0.67,0.79,0.92,0.79,0.71,0.79,0.9,0.8,0.92,0.39,0.33,0.4,0.66,0.39,0.33,0.4,0.66,0.39,0.29,0.4,0.62,0.42,0.66,1.74,0.86,1.7,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.36,1.38,0.03,0.0,-0.17,0.11,-0.11,-0.15,90.0,87.5,-1.0,-1.0,-0.5,0.43,-1.0,-1.0,-0.64,0.07,-0.7,-0.17,624404.25,0,69.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,84,0.09275705025354097,624404.25,7433.383928571428,1.0,0
0.52,0.51,0.59,0.36,0.36,0.57,0.37,0.38,0.36,0.57,0.37,0.38,0.36,0.57,0.36,0.33,0.36,0.56,0.5,0.57,0.2,0.24,0.19,0.34,0.2,0.24,0.19,0.34,0.19,0.2,0.19,0.34,0.38,0.34,1.29,1.24,1.74,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.52173913,0.52173913,0.695652174,0.391304348,0.489361702,0.489361702,0.70212766,0.425531915,0.021276596,0.0,0.579710145,0.579710145,0.695652174,0.507246377,0.61,1.3,-0.07,-0.42,-0.13,-0.12,-0.3,-0.19,70.0,87.5,-1.0,-1.0,0.15,-0.22,-1.0,-1.0,0.15,0.14,0.24,0.49,28390.4,301,30.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,9260,0.09897224842364061,94.3202657807309,3.065917926565875,0.0,0
0.53,0.54,0.84,0.46,0.42,0.59,0.46,0.56,0.42,0.59,0.46,0.56,0.42,0.59,0.45,0.78,0.42,0.59,0.65,0.59,0.3,0.47,0.23,0.49,0.3,0.47,0.23,0.49,0.24,0.33,0.23,0.47,0.09,0.49,1.39,1.57,1.66,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.882352941,0.882352941,0.0,0.0,0.730769231,0.730769231,0.0,0.0,0.0,0.0,0.660377358,0.660377358,0.0,0.0,0.38,1.49,-0.1,-0.12,-0.12,0.19,0.04,-0.18,153.0,87.5,-1.0,-1.0,0.75,1.8,-1.0,-1.0,0.88,2.04,0.79,1.73,2120550.58,227,20.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6995,0.07222992776148862,9341.632511013217,303.1523345246605,0.0,0
0.44,0.43,0.07,0.38,0.35,0.44,0.38,0.43,0.35,0.44,0.38,0.43,0.35,0.44,0.39,0.46,0.35,0.35,0.25,0.44,0.16,0.18,0.15,0.03,0.16,0.18,0.15,0.03,0.17,0.21,0.15,0.06,0.1,0.03,0.43,1.1,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.378787879,0.378787879,0.893939394,0.378787879,0.362903226,0.362903226,0.89516129,0.362903226,0.0,0.0,0.372180451,0.372180451,0.894736842,0.372180451,0.0,0.2,-0.43,0.0,-0.66,-0.12,-0.82,-0.81,6.0,24.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,241024.24,73,12.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,1,2240,0.06781214399978641,3301.701917808219,107.60010714285714,0.0,0
0.54,0.54,0.98,0.36,0.33,0.97,0.34,0.5,0.33,0.97,0.34,0.5,0.33,0.97,0.3,0.5,0.3,0.97,0.57,0.97,0.19,0.5,0.18,0.93,0.19,0.5,0.18,0.93,0.16,0.27,0.16,0.95,0.3,0.95,1.85,2.83,5.27,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.238095238,0.238095238,0.0,0.0,0.260273973,0.260273973,0.0,0.0,0.191780822,0.12972973,0.345945946,0.345945946,0.0,0.0,0.38,1.49,-0.1,0.0,-0.12,-0.12,0.0,-0.18,1.0,87.5,-1.0,-1.0,0.07,0.08,-1.0,-1.0,0.1,0.1,0.04,0.04,-1678000.0,67,6.0,3,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2137,0.04158715171274219,-25044.776119402984,-785.212915301825,0.0,0
0.25,0.59,0.7,0.68,0.64,0.88,0.7,0.71,0.68,0.89,0.7,0.71,0.68,0.89,0.31,0.31,0.52,0.46,0.46,0.62,0.29,0.36,0.17,0.12,0.29,0.36,0.17,0.12,0.08,0.08,0.29,0.07,0.07,0.41,0.65,1.64,0.54,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.685714286,0.685714286,0.185714286,0.0,0.687272727,0.687272727,0.149090909,0.0,0.0,0.020602219,0.689381933,0.689381933,0.145800317,0.0,3.43,5.64,1.08,-0.06,-0.34,-0.22,0.04,0.36,159.0,87.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1889743.2,67,6.0,3,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2137,0.06549190273966649,28205.1223880597,884.297239120262,0.0,0
1.0,0.59,0.7,0.62,0.62,0.7,0.62,0.6,0.62,0.7,0.62,0.6,0.62,0.7,1.0,1.0,0.52,1.0,1.0,0.62,0.35,0.4,0.35,0.62,0.35,0.4,0.35,0.62,1.0,1.0,0.29,1.0,1.0,0.41,1.23,1.14,1.77,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.166666667,0.166666667,0.0,0.0,0.142857143,0.142857143,0.0,0.0,0.0,0.0,0.222222222,0.222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.12,0.0,0.0,64.0,87.5,-1.0,-1.0,1.02,1.9,2.26,2.26,0.93,1.58,1.01,1.85,16107187.6,208,39.0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6437,0.04287012455659145,77438.40192307692,2502.281746155041,1.0,0
0.74,0.78,0.91,0.52,0.56,0.7,0.52,0.43,0.57,0.7,0.52,0.43,0.57,0.7,0.52,0.4,0.58,0.58,0.26,0.72,0.38,0.29,0.43,0.62,0.38,0.29,0.43,0.62,0.38,0.25,0.45,0.48,0.06,0.65,1.3,0.74,1.61,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.486486486,0.486486486,0.873873874,0.486486486,0.532374101,0.532374101,0.884892086,0.525179856,0.0,0.0,0.561904762,0.561904762,0.876190476,0.557142857,0.73,3.08,0.07,0.01,0.2,0.03,0.11,0.28,197.0,388.0,8.89,8.89,0.72,1.6,9.37,9.37,0.76,1.68,0.88,1.71,480069.15,46,27.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1519,0.051562316181265944,10436.285869565218,316.04289005924954,1.0,0
0.58,0.59,0.7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.51,0.5,0.52,0.61,0.57,0.62,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.29,0.27,0.29,0.38,0.3,0.41,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.825454545,0.825454545,0.163636364,0.163636364,0.825757576,0.825757576,0.170454545,0.166666667,0.0,0.0,0.829103215,0.829103215,0.149746193,0.143824027,0.01,0.11,-0.3,0.03,-0.48,-0.47,-0.63,-0.64,31.0,87.5,-1.0,-1.0,0.53,1.35,-1.0,-1.0,0.5,1.28,0.45,1.16,112158.5,177,37.0,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5446,0.061248339185485834,633.6638418079096,20.594656628718326,1.0,0
0.56,0.58,0.95,0.69,0.71,0.73,0.7,0.57,0.72,0.73,0.7,0.57,0.72,0.73,0.71,0.6,0.72,0.59,0.2,0.72,0.38,0.21,0.41,0.67,0.38,0.21,0.41,0.67,0.4,0.2,0.42,0.56,0.18,0.68,1.8,0.57,1.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.797153025,0.797153025,0.046263345,0.035587189,0.813308688,0.813308688,0.14232902,0.133086876,0.0,0.0,0.823717949,0.823717949,0.143429487,0.135416667,1.38,2.28,0.05,0.0,-0.21,-0.21,-0.11,-0.17,60.0,87.5,-1.0,-1.0,0.4,1.24,-1.0,-1.0,0.38,0.98,0.16,0.71,973325.72,173,45.0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5328,0.040802082641850534,5626.160231213873,182.68125375375374,1.0,0
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.81640625,0.81640625,0.2578125,0.25,0.831501832,0.831501832,0.184981685,0.181318681,0.0,0.0,0.829713293,0.829713293,0.148566464,0.142484796,0.5,0.5,-0.12,-0.41,-0.55,0.02,-0.52,-0.6,28.0,87.5,-1.0,-1.0,-0.84,-0.53,-1.0,-1.0,-0.81,-0.45,-0.76,-0.34,-1381103.46,115,29.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3532,0.08155127138306306,-12009.595304347826,-391.0258946772367,1.0,0
0.58,0.59,0.7,0.58,0.52,0.86,0.64,0.75,0.6,0.88,0.64,0.75,0.6,0.88,0.51,0.5,0.52,0.61,0.57,0.62,0.46,0.5,0.45,0.82,0.46,0.5,0.45,0.82,0.29,0.27,0.29,0.38,0.3,0.41,1.38,1.27,2.07,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.861111111,0.861111111,0.5,0.416666667,0.803921569,0.803921569,0.450980392,0.352941176,0.0,0.0,0.781818182,0.781818182,0.454545455,0.345454545,1.0,3.22,-0.01,0.0,0.0,-0.12,0.01,-0.01,757.0,87.5,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,9502.1,74,32.0,3,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,2333,0.061953698912895594,128.40675675675675,4.072910415773682,1.0,0
0.57,0.59,0.54,0.4,0.36,0.63,0.4,0.46,0.37,0.63,0.4,0.46,0.37,0.63,0.35,0.26,0.37,0.58,0.38,0.63,0.24,0.29,0.22,0.34,0.24,0.29,0.22,0.34,0.2,0.1,0.22,0.29,0.11,0.34,1.02,1.21,1.42,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.333333333,0.333333333,0.75,0.333333333,0.5,0.5,0.769230769,0.5,0.0,0.0,0.6875,0.6875,0.854166667,0.6875,1.08,3.04,-0.05,0.0,-0.01,-0.12,-0.04,-0.06,767.0,87.5,-1.0,-1.0,1.0,0.83,-1.0,-1.0,1.06,1.08,1.14,1.19,3538827.1,166,34.0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,1,5110,0.0710235289010342,21318.235542168677,692.5297651663406,1.0,0
